machine_id,time_stamp,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
176,11,42.0035,0.8414,100.0,445.0,549.17,1345.71,1118.48,3.91,5.71,139.0,2211.91,8315.86,1.02,41.63,131.02,2388.03,8086.52,9.2971,0.02,330,2212,100.0,10.68,6.3621
176,12,35.0002,0.8407,100.0,449.44,554.54,1359.3,1118.66,5.48,8.0,194.51,2222.91,8346.22,1.02,41.7,183.57,2388.02,8072.6,9.2912,0.02,331,2223,100.0,14.83,9.0111
176,13,41.9983,0.8402,100.0,445.0,549.18,1344.05,1119.18,3.91,5.71,138.93,2212.0,8327.16,1.02,41.77,130.3,2388.08,8088.6,9.3073,0.02,328,2212,100.0,10.79,6.4199
176,14,20.0029,0.7019,100.0,491.19,606.94,1476.73,1237.29,9.35,13.65,335.01,2323.88,8726.36,1.08,44.18,315.3,2388.05,8065.77,9.2057,0.02,364,2324,100.0,24.64,14.6911
176,15,25.002,0.62,60.0,462.54,536.46,1252.77,1040.13,7.05,9.02,175.54,1915.3,8008.86,0.94,36.43,164.62,2028.17,7878.5,10.8664,0.02,305,1915,84.93,14.45,8.7281
176,16,25.0014,0.6215,60.0,462.54,536.48,1253.7,1039.92,7.05,9.02,175.52,1915.35,8009.73,0.94,36.49,164.85,2028.22,7875.56,10.8448,0.02,306,1915,84.93,14.26,8.6408
176,17,0.0003,0.0009,100.0,518.67,641.98,1581.29,1393.44,14.62,21.61,554.56,2387.99,9055.0,1.3,46.9,522.8,2387.97,8138.65,8.3618,0.03,392,2388,100.0,39.11,23.4847
176,18,25.0009,0.62,60.0,462.54,536.66,1256.03,1050.17,7.05,9.03,175.34,1915.33,8004.86,0.94,36.49,165.26,2028.23,7871.99,10.8575,0.02,305,1915,84.93,14.33,8.5508
176,19,42.0044,0.84,100.0,445.0,548.78,1348.43,1117.59,3.91,5.72,138.96,2211.93,8312.22,1.02,41.78,130.91,2388.02,8081.7,9.3412,0.02,329,2212,100.0,10.71,6.4531
176,20,42.0053,0.8402,100.0,445.0,548.96,1346.74,1110.44,3.91,5.71,138.69,2211.97,8316.19,1.02,41.56,130.89,2388.05,8086.3,9.311,0.02,329,2212,100.0,10.58,6.3179
176,21,20.0038,0.7003,100.0,491.19,606.73,1475.13,1246.47,9.35,13.65,335.09,2323.83,8716.2,1.08,44.08,315.36,2388.04,8057.69,9.1462,0.02,364,2324,100.0,24.35,14.7693
176,22,35.002,0.84,100.0,449.44,555.64,1363.21,1123.31,5.48,8.0,195.42,2222.95,8340.58,1.02,41.63,183.88,2388.1,8067.98,9.2468,0.02,331,2223,100.0,14.89,9.0033
176,23,0.0013,0.0016,100.0,518.67,642.02,1580.63,1395.07,14.62,21.61,554.64,2387.99,9050.57,1.3,47.17,522.12,2387.99,8133.51,8.3971,0.03,392,2388,100.0,38.91,23.4228
176,24,9.9985,0.25,100.0,489.05,604.63,1499.79,1295.37,10.52,15.49,395.05,2318.83,8773.33,1.26,45.04,372.39,2388.0,8123.97,8.6034,0.03,367,2319,100.0,28.69,17.3302
176,25,0.002,0.0,100.0,518.67,642.19,1581.45,1392.24,14.62,21.61,554.46,2387.99,9054.62,1.3,47.1,522.16,2387.96,8142.74,8.3666,0.03,392,2388,100.0,38.94,23.4947
176,26,19.9996,0.7017,100.0,491.19,606.82,1479.77,1246.38,9.35,13.65,335.44,2323.9,8715.64,1.08,44.07,315.56,2387.98,8062.05,9.1469,0.02,364,2324,100.0,24.64,14.8125
176,27,41.9983,0.8408,100.0,445.0,549.08,1351.91,1122.94,3.91,5.71,138.9,2211.97,8325.75,1.02,41.8,130.41,2388.04,8082.44,9.3307,0.02,329,2212,100.0,10.85,6.4231
176,28,42.0011,0.84,100.0,445.0,549.6,1349.77,1114.17,3.91,5.72,139.2,2211.93,8317.5,1.02,41.94,130.94,2388.01,8085.71,9.3307,0.02,328,2212,100.0,10.71,6.4636
176,29,19.9982,0.7008,100.0,491.19,607.17,1482.66,1241.12,9.35,13.65,335.3,2323.88,8717.49,1.08,44.11,315.39,2387.98,8060.14,9.185,0.02,364,2324,100.0,24.52,14.7407
176,30,10.0025,0.2513,100.0,489.05,604.69,1496.18,1303.47,10.52,15.49,395.59,2318.86,8778.36,1.26,44.94,371.68,2387.98,8131.18,8.603,0.03,370,2319,100.0,28.64,17.1184
176,31,25.0054,0.62,60.0,462.54,537.31,1259.12,1046.6,7.05,9.03,176.01,1915.35,8012.16,0.94,36.61,164.2,2028.21,7875.4,10.8424,0.02,305,1915,84.93,14.36,8.5887
176,32,41.9985,0.8406,100.0,445.0,549.64,1345.92,1126.4,3.91,5.72,138.34,2211.99,8322.32,1.02,41.8,130.98,2388.05,8086.12,9.3409,0.02,328,2212,100.0,10.75,6.3902
176,33,42.0042,0.84,100.0,445.0,549.28,1345.84,1115.34,3.91,5.71,138.85,2211.95,8322.42,1.02,41.82,130.77,2388.07,8089.72,9.3291,0.02,328,2212,100.0,10.58,6.5575
176,34,10.0061,0.2507,100.0,489.05,603.97,1496.36,1305.94,10.52,15.49,394.86,2318.76,8779.31,1.26,45.17,371.77,2388.02,8131.76,8.6098,0.03,368,2319,100.0,28.87,17.3038
176,35,0.0015,0.0006,100.0,518.67,641.69,1587.24,1393.72,14.62,21.61,554.23,2387.99,9055.63,1.3,47.06,522.53,2387.98,8136.16,8.4223,0.03,389,2388,100.0,39.07,23.5495
176,36,9.9983,0.25,100.0,489.05,604.12,1495.49,1299.22,10.52,15.49,395.09,2318.81,8774.09,1.26,45.23,372.92,2388.04,8135.14,8.6241,0.03,369,2319,100.0,28.68,17.2536
176,37,35.0075,0.84,100.0,449.44,555.41,1362.57,1115.92,5.48,8.0,194.68,2222.94,8358.79,1.02,41.59,183.15,2387.99,8066.5,9.2525,0.02,333,2223,100.0,14.96,8.9027
176,38,35.008,0.84,100.0,449.44,555.57,1362.11,1123.03,5.48,8.0,194.35,2223.01,8343.89,1.02,41.67,183.51,2388.07,8067.01,9.2731,0.02,332,2223,100.0,14.98,8.8651
176,39,25.0003,0.621,60.0,462.54,536.37,1260.29,1030.09,7.05,9.02,174.82,1915.42,8001.58,0.94,36.39,164.77,2028.28,7876.56,10.84,0.02,304,1915,84.93,14.3,8.6038
176,40,0.0009,0.0002,100.0,518.67,642.2,1581.23,1390.24,14.62,21.61,554.62,2388.01,9049.7,1.3,47.12,522.6,2387.99,8142.77,8.4375,0.03,393,2388,100.0,39.1,23.4681
176,41,42.0067,0.8409,100.0,445.0,549.48,1345.94,1116.35,3.91,5.71,139.0,2211.98,8315.26,1.02,41.69,130.8,2388.01,8083.7,9.3323,0.02,329,2212,100.0,10.67,6.3567
176,42,10.005,0.2502,100.0,489.05,604.12,1489.11,1301.54,10.52,15.49,394.48,2318.86,8769.13,1.26,44.95,372.31,2388.0,8128.98,8.5968,0.03,368,2319,100.0,28.59,17.3092
176,43,35.0005,0.84,100.0,449.44,555.28,1359.2,1123.21,5.48,8.0,194.49,2222.98,8357.98,1.03,41.65,183.94,2388.06,8067.27,9.2683,0.02,332,2223,100.0,14.99,8.96
176,44,35.0043,0.842,100.0,449.44,554.99,1364.41,1120.23,5.48,8.0,195.36,2222.95,8348.72,1.02,41.6,183.18,2388.03,8071.01,9.2671,0.02,332,2223,100.0,14.91,8.9251
176,45,35.0033,0.84,100.0,449.44,555.54,1352.49,1124.15,5.48,8.0,194.27,2223.01,8352.68,1.02,41.68,183.06,2388.03,8072.51,9.2456,0.02,331,2223,100.0,14.89,9.0068
176,46,9.9995,0.2506,100.0,489.05,604.15,1497.43,1297.89,10.52,15.49,395.43,2318.8,8776.43,1.26,45.0,371.92,2387.99,8128.41,8.635,0.03,368,2319,100.0,28.83,17.2236
176,47,10.0061,0.2509,100.0,489.05,604.37,1488.89,1293.22,10.52,15.49,394.84,2318.84,8780.68,1.26,45.15,371.89,2387.92,8132.57,8.5991,0.03,367,2319,100.0,28.97,17.1218
176,48,42.0053,0.8405,100.0,445.0,548.96,1341.6,1116.13,3.91,5.72,138.61,2211.96,8315.81,1.02,41.84,130.83,2388.06,8089.17,9.3322,0.02,328,2212,100.0,10.64,6.3522
176,49,9.9993,0.2504,100.0,489.05,604.35,1497.27,1296.25,10.52,15.49,395.56,2318.79,8775.01,1.26,45.25,372.38,2388.03,8130.18,8.6138,0.03,369,2319,100.0,28.79,17.1891
176,50,42.0074,0.84,100.0,445.0,549.24,1351.15,1119.92,3.91,5.71,138.48,2211.95,8320.26,1.02,41.66,130.37,2388.08,8089.08,9.3005,0.02,329,2212,100.0,10.7,6.5461
176,51,35.0038,0.84,100.0,449.44,555.4,1361.99,1119.19,5.48,8.0,195.1,2222.98,8339.57,1.02,41.82,183.34,2388.02,8072.33,9.2894,0.02,330,2223,100.0,14.86,8.9237
176,52,10.0001,0.2514,100.0,489.05,604.56,1495.4,1310.52,10.52,15.49,395.21,2318.89,8776.75,1.26,45.11,372.16,2388.0,8128.22,8.646,0.03,369,2319,100.0,28.65,17.2589
176,53,20.001,0.7007,100.0,491.19,607.06,1484.45,1243.19,9.35,13.65,335.25,2323.91,8725.78,1.08,44.14,315.51,2388.0,8066.88,9.1746,0.02,363,2324,100.0,24.56,14.6605
176,54,24.9993,0.6214,60.0,462.54,536.67,1257.19,1039.95,7.05,9.03,175.65,1915.38,8007.22,0.94,36.53,164.79,2028.26,7876.48,10.8687,0.02,307,1915,84.93,14.42,8.5437
176,55,35.0031,0.84,100.0,449.44,555.12,1357.22,1117.66,5.48,8.0,194.47,2222.97,8347.0,1.03,41.48,183.57,2388.02,8073.66,9.2748,0.02,333,2223,100.0,14.67,8.9684
176,56,42.0017,0.8409,100.0,445.0,549.0,1346.63,1111.12,3.91,5.72,138.71,2211.97,8318.99,1.02,41.69,130.5,2388.06,8084.73,9.3678,0.02,330,2212,100.0,10.51,6.334
176,57,20.0045,0.7009,100.0,491.19,607.55,1478.43,1252.52,9.35,13.65,335.26,2323.9,8723.48,1.08,44.11,315.48,2388.06,8060.47,9.2119,0.02,365,2324,100.0,24.67,14.6447
176,58,25.0038,0.62,60.0,462.54,536.61,1262.96,1037.08,7.05,9.02,175.66,1915.36,8005.26,0.94,36.43,164.32,2028.23,7872.93,10.8636,0.02,307,1915,84.93,14.5,8.6922
176,59,19.9995,0.7,100.0,491.19,607.15,1477.31,1249.72,9.35,13.65,335.22,2323.86,8725.78,1.08,44.22,315.7,2388.05,8062.8,9.1731,0.02,364,2324,100.0,24.64,14.7458
176,60,42.0027,0.8403,100.0,445.0,549.03,1349.42,1120.1,3.91,5.71,138.11,2211.97,8316.55,1.02,42.0,131.13,2388.05,8090.36,9.3472,0.02,329,2212,100.0,10.57,6.3845
176,61,10.0005,0.2518,100.0,489.05,604.42,1500.86,1301.18,10.52,15.49,394.42,2318.84,8784.0,1.26,45.22,372.23,2388.02,8138.59,8.6022,0.03,368,2319,100.0,28.66,17.14
176,62,35.0063,0.84,100.0,449.44,554.94,1362.77,1119.02,5.48,8.0,194.67,2222.94,8356.56,1.02,41.71,183.38,2388.0,8064.24,9.2821,0.02,334,2223,100.0,15.0,9.0354
176,63,25.0064,0.62,60.0,462.54,536.39,1253.68,1047.02,7.05,9.03,175.81,1915.44,8004.0,0.94,36.47,164.21,2028.24,7877.63,10.8176,0.02,306,1915,84.93,14.29,8.5759
176,64,0.0016,0.0003,100.0,518.67,642.65,1583.55,1397.97,14.62,21.61,554.87,2388.02,9052.13,1.3,47.37,522.8,2387.98,8135.18,8.3906,0.03,392,2388,100.0,39.16,23.3209
176,65,10.0032,0.25,100.0,489.05,604.27,1496.99,1303.18,10.52,15.49,395.5,2318.82,8777.33,1.26,45.07,372.01,2387.99,8131.21,8.603,0.03,369,2319,100.0,28.68,17.2288
176,66,42.003,0.8415,100.0,445.0,549.1,1344.91,1116.94,3.91,5.71,138.89,2211.98,8320.84,1.02,41.7,130.94,2388.07,8090.05,9.3276,0.02,331,2212,100.0,10.6,6.3533
176,67,24.9981,0.6204,60.0,462.54,536.71,1252.5,1040.6,7.05,9.03,175.61,1915.35,8013.83,0.94,36.36,164.58,2028.23,7873.97,10.8429,0.02,307,1915,84.93,14.42,8.6004
176,68,0.0024,0.0001,100.0,518.67,642.26,1589.8,1405.16,14.62,21.61,553.91,2387.98,9062.27,1.3,47.06,521.91,2387.97,8137.04,8.3954,0.03,391,2388,100.0,39.13,23.3719
176,69,35.0023,0.84,100.0,449.44,554.93,1363.08,1117.32,5.48,8.0,194.42,2222.93,8351.15,1.02,41.74,183.48,2388.11,8071.44,9.2986,0.02,334,2223,100.0,14.75,9.0076
176,70,42.0008,0.8401,100.0,445.0,549.0,1347.54,1121.43,3.91,5.72,138.73,2211.96,8321.63,1.02,41.85,130.73,2388.03,8089.49,9.2848,0.02,329,2212,100.0,10.66,6.2765
176,71,35.0027,0.8406,100.0,449.44,555.45,1367.27,1124.79,5.48,8.0,195.6,2222.94,8344.16,1.03,41.63,183.5,2388.12,8067.67,9.2582,0.02,332,2223,100.0,14.92,8.9602
176,72,20.0045,0.7,100.0,491.19,607.13,1482.76,1244.77,9.35,13.65,335.14,2323.95,8717.28,1.08,44.13,315.04,2387.97,8061.96,9.1816,0.02,363,2324,100.0,24.68,14.6818
176,73,42.0034,0.8415,100.0,445.0,548.98,1349.81,1122.75,3.91,5.72,138.68,2211.97,8327.84,1.02,41.87,130.05,2388.01,8085.83,9.3572,0.02,330,2212,100.0,10.79,6.2908
176,74,25.0016,0.6211,60.0,462.54,536.68,1258.18,1035.45,7.05,9.02,175.18,1915.39,8009.5,0.94,36.7,165.08,2028.26,7870.54,10.8327,0.02,307,1915,84.93,14.44,8.6346
176,75,42.0011,0.8417,100.0,445.0,548.75,1346.61,1111.75,3.91,5.71,138.91,2212.03,8321.91,1.02,41.8,130.99,2388.1,8086.87,9.3485,0.02,330,2212,100.0,10.78,6.3874
176,76,35.0064,0.84,100.0,449.44,555.77,1359.0,1116.83,5.48,8.0,195.3,2222.99,8337.59,1.02,41.65,183.29,2388.14,8067.15,9.2749,0.02,333,2223,100.0,15.11,8.9041
176,77,10.002,0.25,100.0,489.05,604.57,1492.58,1297.6,10.52,15.49,395.37,2318.82,8780.56,1.26,45.11,372.19,2387.99,8131.86,8.5946,0.03,368,2319,100.0,28.61,17.2607
176,78,42.0071,0.84,100.0,445.0,549.67,1353.74,1119.36,3.91,5.72,139.04,2212.03,8324.15,1.02,41.78,130.69,2388.07,8084.01,9.3459,0.02,329,2212,100.0,10.73,6.4494
176,79,20.0071,0.7,100.0,491.19,607.21,1479.0,1247.63,9.35,13.65,335.26,2323.92,8717.83,1.08,44.08,314.98,2388.08,8063.1,9.1562,0.02,363,2324,100.0,24.87,14.7842
176,80,24.9999,0.6201,60.0,462.54,536.35,1254.42,1036.96,7.05,9.02,175.29,1915.37,8013.8,0.94,36.58,164.78,2028.25,7882.56,10.8885,0.02,306,1915,84.93,14.29,8.5984
176,81,42.0051,0.8405,100.0,445.0,549.49,1350.62,1117.48,3.91,5.71,138.38,2211.94,8324.73,1.02,41.74,130.45,2388.06,8080.77,9.3247,0.02,328,2212,100.0,10.62,6.4496
176,82,42.0,0.84,100.0,445.0,548.92,1349.83,1115.95,3.91,5.72,138.3,2211.97,8321.44,1.02,42.0,130.64,2388.05,8091.1,9.3342,0.02,331,2212,100.0,10.71,6.4531
176,83,10.0044,0.2513,100.0,489.05,604.47,1498.54,1301.68,10.52,15.49,395.02,2318.84,8775.22,1.26,45.25,371.74,2388.05,8131.52,8.6101,0.03,367,2319,100.0,28.72,17.1509
176,84,0.0023,0.0009,100.0,518.67,641.93,1589.03,1391.99,14.62,21.6,554.79,2388.02,9059.95,1.3,47.0,522.13,2388.04,8139.94,8.395,0.03,393,2388,100.0,39.02,23.3709
176,85,19.9994,0.7011,100.0,491.19,607.36,1477.19,1240.96,9.35,13.65,335.97,2323.95,8731.09,1.08,43.98,315.48,2388.06,8067.58,9.1668,0.02,364,2324,100.0,24.74,14.7494
176,86,10.006,0.25,100.0,489.05,604.81,1496.65,1303.11,10.52,15.49,394.74,2318.81,8774.24,1.26,45.11,371.38,2388.0,8133.68,8.6328,0.03,369,2319,100.0,28.71,17.1768
176,87,35.0073,0.84,100.0,449.44,555.18,1364.02,1120.35,5.48,8.0,194.67,2223.0,8351.63,1.02,41.76,182.89,2388.1,8072.01,9.2547,0.02,334,2223,100.0,14.91,8.9219
176,88,42.007,0.8419,100.0,445.0,549.13,1348.09,1121.21,3.91,5.72,139.09,2212.0,8320.39,1.02,41.84,131.03,2388.11,8088.44,9.3514,0.02,330,2212,100.0,10.4,6.4158
176,89,42.0078,0.8415,100.0,445.0,548.77,1350.52,1115.57,3.91,5.71,138.33,2211.98,8318.35,1.02,41.78,131.06,2388.09,8086.21,9.3366,0.02,331,2212,100.0,10.66,6.4402
176,90,20.0,0.7,100.0,491.19,607.39,1480.05,1240.0,9.35,13.65,335.23,2323.91,8736.86,1.08,44.22,315.2,2388.07,8063.5,9.1894,0.02,364,2324,100.0,24.55,14.7287
176,91,42.0011,0.84,100.0,445.0,549.43,1347.82,1127.7,3.91,5.71,138.65,2211.97,8322.99,1.02,41.92,130.33,2388.12,8086.8,9.3436,0.02,331,2212,100.0,10.93,6.3754
176,92,25.0005,0.62,60.0,462.54,536.69,1250.19,1036.92,7.05,9.02,176.33,1915.41,8016.45,0.94,36.56,164.76,2028.29,7871.83,10.8517,0.02,307,1915,84.93,14.2,8.6048
176,93,24.9993,0.6206,60.0,462.54,536.8,1260.8,1038.37,7.05,9.03,175.37,1915.38,8005.83,0.94,36.47,164.55,2028.3,7875.08,10.8708,0.02,306,1915,84.93,14.21,8.5065
176,94,9.9986,0.25,100.0,489.05,604.19,1493.16,1297.6,10.52,15.49,395.13,2318.82,8782.48,1.26,45.09,371.97,2388.03,8135.02,8.6284,0.03,368,2319,100.0,28.69,17.2515
176,95,10.0026,0.25,100.0,489.05,604.47,1490.2,1300.45,10.52,15.49,394.61,2318.81,8785.66,1.26,45.32,371.46,2388.04,8138.54,8.6161,0.03,368,2319,100.0,28.76,17.1073
176,96,10.0059,0.2506,100.0,489.05,604.54,1501.55,1303.88,10.52,15.49,395.11,2318.84,8784.51,1.26,45.29,371.53,2388.02,8134.62,8.6123,0.03,368,2319,100.0,28.86,17.1929
176,97,35.0012,0.84,100.0,449.44,555.74,1364.36,1123.29,5.48,8.0,194.58,2223.02,8354.13,1.02,41.46,183.27,2388.1,8073.51,9.3052,0.02,333,2223,100.0,14.82,8.9766
176,98,19.999,0.7018,100.0,491.19,607.03,1482.02,1237.36,9.35,13.65,334.66,2323.97,8728.14,1.08,43.94,315.1,2388.1,8066.47,9.1822,0.02,364,2324,100.0,24.64,14.7506
176,99,42.0005,0.8417,100.0,445.0,548.77,1346.6,1121.39,3.91,5.71,139.12,2212.0,8324.59,1.02,41.97,131.12,2388.1,8085.74,9.357,0.02,331,2212,100.0,10.62,6.4075
176,100,42.0007,0.8414,100.0,445.0,549.17,1350.96,1111.14,3.91,5.71,138.89,2212.09,8326.72,1.02,41.79,130.55,2388.12,8090.19,9.3153,0.02,330,2212,100.0,10.58,6.479
176,101,24.9996,0.62,60.0,462.54,537.03,1251.87,1044.16,7.05,9.03,175.96,1915.41,8016.88,0.94,36.37,165.2,2028.31,7876.66,10.8495,0.02,308,1915,84.93,14.42,8.6541
176,102,25.0037,0.6208,60.0,462.54,536.52,1257.66,1039.07,7.05,9.03,174.95,1915.42,8009.77,0.94,36.44,164.95,2028.32,7879.76,10.8473,0.02,306,1915,84.93,14.44,8.4919
176,103,0.0006,0.0,100.0,518.67,641.72,1592.88,1405.17,14.62,21.61,554.7,2388.02,9058.69,1.3,47.3,522.33,2388.01,8137.23,8.3847,0.03,391,2388,100.0,39.15,23.398
176,104,0.0019,0.0018,100.0,518.67,642.53,1584.98,1404.72,14.62,21.61,554.34,2388.0,9058.56,1.3,47.27,522.54,2388.05,8142.78,8.3953,0.03,392,2388,100.0,38.98,23.3946
176,105,10.0066,0.2503,100.0,489.05,604.39,1497.54,1300.92,10.52,15.49,395.32,2318.82,8783.53,1.26,45.29,372.14,2388.07,8137.79,8.5935,0.03,371,2319,100.0,28.54,17.1498
176,106,0.0008,0.0,100.0,518.67,642.59,1578.65,1397.96,14.62,21.6,555.11,2388.05,9064.84,1.3,47.26,522.51,2388.05,8139.84,8.3833,0.03,391,2388,100.0,38.96,23.2828
176,107,19.999,0.7008,100.0,491.19,606.89,1478.75,1242.05,9.35,13.65,334.69,2323.93,8725.53,1.08,44.25,315.44,2388.06,8063.04,9.2097,0.02,365,2324,100.0,24.65,14.7988
176,108,25.0074,0.6218,60.0,462.54,536.58,1261.7,1037.36,7.05,9.02,174.4,1915.46,8016.94,0.94,36.5,164.56,2028.3,7875.86,10.8566,0.02,306,1915,84.93,14.37,8.536
176,109,24.9999,0.6208,60.0,462.54,536.9,1260.42,1035.12,7.05,9.03,175.7,1915.43,8015.25,0.94,36.37,164.91,2028.41,7882.42,10.8715,0.02,305,1915,84.93,14.39,8.5017
176,110,41.9991,0.84,100.0,445.0,548.96,1346.76,1123.47,3.91,5.71,139.12,2212.06,8326.53,1.02,41.96,131.13,2388.17,8092.84,9.3578,0.02,332,2212,100.0,10.62,6.3752
176,111,20.0013,0.7,100.0,491.19,607.3,1478.84,1243.59,9.35,13.65,334.81,2323.94,8723.42,1.08,44.09,315.23,2388.05,8068.32,9.1831,0.02,363,2324,100.0,24.71,14.7389
176,112,42.0016,0.84,100.0,445.0,549.41,1352.45,1119.78,3.91,5.72,138.46,2212.06,8321.16,1.02,41.87,130.66,2388.09,8090.12,9.347,0.02,330,2212,100.0,10.73,6.4102
176,113,20.0022,0.7,100.0,491.19,607.53,1485.88,1243.25,9.35,13.65,335.22,2324.0,8726.51,1.08,44.11,315.59,2388.05,8063.92,9.2165,0.02,363,2324,100.0,24.44,14.7362
176,114,0.003,0.0008,100.0,518.67,642.43,1587.27,1390.39,14.62,21.61,554.13,2388.02,9065.16,1.3,47.32,522.13,2388.02,8141.65,8.3943,0.03,393,2388,100.0,38.83,23.3572
176,115,0.0025,0.0,100.0,518.67,642.55,1593.87,1395.5,14.62,21.61,554.02,2388.0,9061.6,1.3,47.26,522.55,2388.03,8143.5,8.3852,0.03,392,2388,100.0,39.23,23.4201
176,116,20.0019,0.7,100.0,491.19,606.78,1478.76,1247.62,9.35,13.65,335.25,2323.94,8728.77,1.08,44.27,315.39,2388.05,8069.46,9.2006,0.02,365,2324,100.0,24.45,14.7331
176,117,42.0058,0.8402,100.0,445.0,549.33,1351.24,1122.67,3.91,5.72,139.81,2212.03,8324.58,1.02,41.97,130.52,2388.2,8089.02,9.3051,0.02,329,2212,100.0,10.55,6.4121
176,118,25.0012,0.6211,60.0,462.54,536.91,1261.48,1045.91,7.05,9.02,174.82,1915.39,8014.48,0.94,36.66,164.29,2028.31,7879.37,10.866,0.02,307,1915,84.93,14.4,8.5818
176,119,0.0015,0.0,100.0,518.67,641.78,1579.21,1399.84,14.62,21.61,553.53,2388.01,9060.22,1.3,47.35,522.02,2388.03,8144.01,8.3703,0.03,391,2388,100.0,39.07,23.2092
176,120,41.9987,0.84,100.0,445.0,549.05,1359.13,1113.68,3.91,5.71,138.87,2212.1,8327.44,1.02,41.9,130.49,2388.16,8091.39,9.3308,0.02,329,2212,100.0,10.72,6.4111
176,121,34.9993,0.8416,100.0,449.44,555.8,1357.85,1126.6,5.48,8.0,194.14,2223.05,8359.54,1.02,41.88,183.08,2388.09,8075.79,9.3052,0.02,332,2223,100.0,14.82,8.957
176,122,0.0006,0.0,100.0,518.67,642.9,1583.65,1395.41,14.62,21.61,553.91,2388.03,9070.94,1.3,47.3,522.54,2388.0,8148.9,8.3719,0.03,393,2388,100.0,38.9,23.3691
176,123,0.0005,0.0002,100.0,518.67,641.93,1586.03,1402.96,14.62,21.61,553.82,2388.04,9066.96,1.3,47.4,522.03,2388.02,8140.6,8.3835,0.03,392,2388,100.0,38.93,23.3548
176,124,24.9993,0.6216,60.0,462.54,536.66,1257.38,1048.3,7.05,9.03,175.39,1915.4,8011.43,0.94,36.5,164.93,2028.32,7876.86,10.8729,0.02,308,1915,84.93,14.46,8.5336
176,125,10.0071,0.25,100.0,489.05,604.67,1497.47,1298.96,10.52,15.49,394.87,2318.85,8786.01,1.26,45.34,371.72,2388.1,8142.87,8.6221,0.03,369,2319,100.0,28.79,17.1495
176,126,42.0064,0.8401,100.0,445.0,549.93,1344.84,1123.03,3.91,5.72,138.96,2212.04,8320.84,1.02,41.9,130.68,2388.14,8089.12,9.3575,0.02,331,2212,100.0,10.74,6.4013
176,127,42.0076,0.8403,100.0,445.0,549.82,1353.27,1115.79,3.91,5.71,138.29,2212.01,8325.54,1.02,41.95,131.12,2388.12,8089.98,9.3497,0.02,329,2212,100.0,10.5,6.3145
176,128,42.0027,0.84,100.0,445.0,549.73,1353.37,1126.46,3.91,5.71,138.5,2212.1,8330.89,1.02,41.92,130.29,2388.13,8091.9,9.3473,0.02,331,2212,100.0,10.7,6.4144
