smooth_health_indicator,Unit,Timestep
0.5664717680817959,2,236
0.55342633110977,2,237
0.5574943785451232,2,238
0.5463996493089873,2,239
0.5464765508485907,2,240
0.5424253607590619,2,241
0.5380103282434288,2,242
0.5269969954341647,2,243
0.5223265056376696,2,244
0.5163893993784019,2,245
0.508641004386569,2,246
0.507827025741934,2,247
0.5049508656017576,2,248
0.5015303554005293,2,249
0.4913978202468085,2,250
0.48180523696135763,2,251
0.47487250221019833,2,252
0.4674023516277303,2,253
0.4585794703926271,2,254
0.4471424360517397,2,255
0.4410907453542569,2,256
0.4364905269033344,2,257
0.43092725860091813,2,258
0.4183154230897996,2,259
0.4177454223252843,2,260
0.41069375675723613,2,261
0.4027381959222502,2,262
0.4010458560280174,2,263
0.39720609627535436,2,264
0.39231278512492057,2,265
0.3899082553688273,2,266
0.3891882918738017,2,267
0.3771677804655083,2,268
0.37386136541139875,2,269
1.0,3,1
1.0031457343371726,3,2
1.0062650623281062,3,3
1.0013876251322922,3,4
1.0012717678657166,3,5
1.0073711410721007,3,6
1.0107090781745487,3,7
1.0088575596204836,3,8
1.011564892482569,3,9
1.0119781107727726,3,10
1.0152947126114769,3,11
1.0125818424190614,3,12
1.0132677742747134,3,13
1.0206140095407377,3,14
1.0156953655708127,3,15
1.0135629680702807,3,16
1.0068365764335798,3,17
1.0072289653648725,3,18
1.0058601668830935,3,19
1.0043219002647015,3,20
1.0033399753530912,3,21
1.0059516982925056,3,22
1.0082974442583055,3,23
1.0092452612483576,3,24
1.015077791089756,3,25
1.0118485582152303,3,26
1.0071917683087361,3,27
1.0073160051591215,3,28
1.0060668272760527,3,29
0.9991360763084971,3,30
0.9935790257448234,3,31
0.9878083323969842,3,32
0.9901786664061762,3,33
0.9889562990591501,3,34
0.9855877728717459,3,35
0.9890623518134782,3,36
0.9930647510684323,3,37
0.9972820655739203,3,38
0.996333058608255,3,39
0.9970826422422763,3,40
1.0035058322048154,3,41
1.005441588367933,3,42
1.007850187723402,3,43
0.999565735974693,3,44
1.0003162429649899,3,45
0.9994222785196223,3,46
0.9999431669986614,3,47
1.0001600780857312,3,48
0.9946053907015813,3,49
1.000901911508648,3,50
1.0059754031515171,3,51
1.0078939132632017,3,52
1.0137725978589076,3,53
1.0162169177608444,3,54
1.018310684601402,3,55
1.0206961975090467,3,56
1.0200123006639246,3,57
1.0189555823447989,3,58
1.010210875480781,3,59
1.0073748599348302,3,60
0.9992772424444281,3,61
0.9948892842858201,3,62
0.9897448179889954,3,63
0.9822392701343008,3,64
0.9838983485528279,3,65
0.9849678226506997,3,66
0.9829899569097735,3,67
0.988682496835319,3,68
0.9857881645493787,3,69
0.9810210985437469,3,70
0.9753268083364923,3,71
0.9701857066659092,3,72
0.97321650421117,3,73
0.9629036516942391,3,74
0.9592940570921038,3,75
0.9564491580654055,3,76
0.9542202383266476,3,77
0.9532229673867656,3,78
0.9509497370023572,3,79
0.9557626942379558,3,80
0.9567057426831567,3,81
0.9589401318882178,3,82
0.9521660064156494,3,83
0.9523949221557757,3,84
0.9516855169052376,3,85
0.9486916942571844,3,86
0.9420870305014062,3,87
0.9375726510477485,3,88
0.9340076413370131,3,89
0.9334723530453746,3,90
0.9375538086106214,3,91
0.9349259025965917,3,92
0.9341480673072704,3,93
0.9257526346073717,3,94
0.924298658608337,3,95
0.9249262527509527,3,96
0.9243826664511228,3,97
0.9165818429383652,3,98
0.9110734750830449,3,99
0.9124306403781599,3,100
0.9131658888314964,3,101
0.9126010156115185,3,102
0.9131052293978459,3,103
0.9118897333275113,3,104
0.9087712915275341,3,105
0.9049353244298852,3,106
0.9001172923001333,3,107
0.8931956901042308,3,108
0.8941395463400832,3,109
0.8865192031826528,3,110
0.8853470714669975,3,111
0.8817055128617315,3,112
0.8817208274750785,3,113
0.8791083591030096,3,114
0.8790978737790833,3,115
0.8768986783518822,3,116
0.8789753548010402,3,117
0.8722074666196336,3,118
0.8713489317469247,3,119
0.869769750094679,3,120
0.8623839013622956,3,121
0.85649473194506,3,122
0.8503358667971062,3,123
0.8419405696883622,3,124
0.8412533768705037,3,125
0.8366663499823046,3,126
0.840577730064713,3,127
0.8443853316189489,3,128
0.840869659983762,3,129
0.8409305978070765,3,130
0.840859107663742,3,131
0.8334296065695861,3,132
0.8337766580999304,3,133
0.8268275918923336,3,134
0.8232475041029836,3,135
0.8228338063980711,3,136
0.8272457202224135,3,137
0.819668134915454,3,138
0.8180089443158025,3,139
0.8086791852565605,3,140
0.8072360662765516,3,141
0.8125518492734447,3,142
0.8085260466257937,3,143
0.8041244009647823,3,144
0.8023987877257084,3,145
0.7915989612147187,3,146
0.7886033328473359,3,147
0.7754281417076629,3,148
0.7687143286220672,3,149
0.7653816094931765,3,150
0.7531299167262984,3,151
0.7446285082443063,3,152
0.744767594224488,3,153
0.7377853483491668,3,154
0.730975562520576,3,155
0.7259948974494486,3,156
0.7236987366862726,3,157
0.7089444438991954,3,158
0.6893634748577254,3,159
0.6832955329727435,3,160
0.6873223323723959,3,161
0.6756604880982937,3,162
0.6599178562536342,3,163
0.6511049882354779,3,164
0.6501690961227397,3,165
0.6426191046206475,3,166
0.6435778524062198,3,167
0.6298303051118084,3,168
0.6262171884293374,3,169
0.6168737211096826,3,170
0.613825094975538,3,171
0.6083128668123874,3,172
0.6027148898985113,3,173
0.5890271425022767,3,174
0.5845971148464421,3,175
0.5753750191656035,3,176
0.5626272895867774,3,177
0.5515585572117438,3,178
0.5472583459710716,3,179
0.5423337366024483,3,180
0.5348476579920154,3,181
0.5145617924004706,3,182
0.5060699810864255,3,183
0.4941171050792743,3,184
0.48136459343354576,3,185
0.4615323062219514,3,186
0.4524005967388208,3,187
0.4356683315512151,3,188
0.42731655903321075,3,189
0.42191883477232817,3,190
0.404447146304299,3,191
0.38751664645590445,3,192
0.37506636088107315,3,193
0.36345617036696876,3,194
0.3530897848638901,3,195
0.33129973538932944,3,196
0.3265481456697408,3,197
0.3229634799163119,3,198
0.3108396748539155,3,199
0.30070591052104456,3,200
0.2990348236463367,3,201
0.28762569691529727,3,202
0.2890858748779377,3,203
0.2818391038167849,3,204
0.27758099752520893,3,205
0.27479742541948904,3,206
0.9999999999999999,4,1
1.0019533555555973,4,2
1.0021329488909196,4,3
0.9996176937979847,4,4
0.999962761846613,4,5
0.9974794782303987,4,6
0.9927430892453609,4,7
0.9943478291293507,4,8
0.9958602979659908,4,9
0.9919547034328092,4,10
0.9871284883017576,4,11
0.98406857568527,4,12
0.9804590925698838,4,13
0.9825573891837972,4,14
0.9733253342962765,4,15
0.9746887245915902,4,16
0.9701126118685944,4,17
0.9729033922585774,4,18
0.9721515673200155,4,19
0.9676487653246207,4,20
0.9669331691001669,4,21
0.9669173550269142,4,22
0.9626130775213914,4,23
0.9632978465812211,4,24
0.9664572715762384,4,25
0.9646350207095752,4,26
0.9625585309640735,4,27
0.9671138327073919,4,28
0.9664016251183342,4,29
0.9615576419713096,4,30
0.9673166762092874,4,31
0.970697088209645,4,32
0.9702942795516879,4,33
0.9753605099279948,4,34
0.9763360923660963,4,35
0.976129075411894,4,36
0.9738601412440612,4,37
0.9731358000932085,4,38
0.968884904681559,4,39
0.974295522068166,4,40
0.9789564316097107,4,41
0.9750776393267165,4,42
0.9741671447272292,4,43
0.9763160177137663,4,44
0.9799895041410455,4,45
0.9783820837296945,4,46
0.9785663613239394,4,47
0.9768787842446841,4,48
0.9770591326797174,4,49
0.9716709638283193,4,50
0.9736757875774523,4,51
0.9733585078694141,4,52
0.9672948538608145,4,53
0.963716165674258,4,54
0.9579998762664917,4,55
0.9530905429440385,4,56
0.9576870394092009,4,57
0.9530820314841458,4,58
0.9604001124236184,4,59
0.9595307343055349,4,60
0.9629270801638382,4,61
0.9653683846198585,4,62
0.9648406889439042,4,63
0.9572188514656955,4,64
0.9605354619274146,4,65
0.9498753358646229,4,66
0.95057133700669,4,67
0.9440863672314218,4,68
0.9460723771853724,4,69
0.9394371139607992,4,70
0.9375415222687667,4,71
0.9374083398602667,4,72
0.9327399216026339,4,73
0.9346973850634982,4,74
0.9353612946789785,4,75
0.9351277073883616,4,76
0.9395976408448453,4,77
0.9390740296243064,4,78
0.938716400383726,4,79
0.9303336866056805,4,80
0.9305239769279324,4,81
0.9234831758394658,4,82
0.9201087478365729,4,83
0.9159770068926306,4,84
0.9217161292102533,4,85
0.9149030402266284,4,86
0.9215902260035179,4,87
0.916539231898935,4,88
0.9199600007955596,4,89
0.9194623664734866,4,90
0.9201995584343229,4,91
0.9207391516200601,4,92
0.9164657018445853,4,93
0.9158195174073952,4,94
0.9192695452096812,4,95
0.9215471914677832,4,96
0.9203632172621384,4,97
0.9134473171943306,4,98
0.9098178145749584,4,99
0.9057209781333407,4,100
0.9110680632879241,4,101
0.9117137657800719,4,102
0.9083814388601373,4,103
0.9045580606718314,4,104
0.9067969329868807,4,105
0.9007867350017639,4,106
0.9036941906645527,4,107
0.8948488583556226,4,108
0.895526623803205,4,109
0.8983421979296858,4,110
0.8979907321365036,4,111
0.8943881461012712,4,112
0.8946565882934415,4,113
0.8952829399684142,4,114
0.89485564999874,4,115
0.8896948350275179,4,116
0.8828331201492351,4,117
0.8795829115941519,4,118
0.8818733971065381,4,119
0.8780350247212246,4,120
0.8803366334067811,4,121
0.8752054323367883,4,122
0.8675169288851988,4,123
0.8651561672483049,4,124
0.8628155428461844,4,125
0.8652664991782205,4,126
0.8661899262505172,4,127
0.8639009896245252,4,128
0.8716547729715743,4,129
0.8650024801630144,4,130
0.8561908787667666,4,131
0.850800099061681,4,132
0.8585973610738721,4,133
0.8581712708269099,4,134
0.8569737333920854,4,135
0.8547021377626168,4,136
0.8471485936028675,4,137
0.8471959155659524,4,138
0.8414711281202755,4,139
0.837940623776243,4,140
0.8399101828830985,4,141
0.8412658305601831,4,142
0.8346960218479518,4,143
0.8356055903737503,4,144
0.8427281885827321,4,145
0.8425090721790732,4,146
0.8381489907616507,4,147
0.8390819660790632,4,148
0.8333930868197195,4,149
0.8263607123555483,4,150
0.8239726318526926,4,151
0.8221711486580732,4,152
0.8200774005791002,4,153
0.8111068919850837,4,154
0.8078873627451035,4,155
0.8054848185015433,4,156
0.7961921112622242,4,157
0.8008115430692815,4,158
0.80480901041843,4,159
0.8077669547336785,4,160
0.802170557358523,4,161
0.7979301490973343,4,162
0.791919811149421,4,163
0.78853089571697,4,164
0.7909274149661117,4,165
0.7797868222273967,4,166
0.7762845333040057,4,167
0.77845965671207,4,168
0.7668600631008098,4,169
0.7619537546500541,4,170
0.757035862547588,4,171
0.751405668463005,4,172
0.7478407145478907,4,173
0.74528987078842,4,174
0.7405495222398482,4,175
0.7422724938797193,4,176
0.7360406416102068,4,177
0.740136118099953,4,178
0.7329803423401297,4,179
0.7241779636514327,4,180
0.7185386943726586,4,181
0.7185585979118396,4,182
0.7103496876293215,4,183
0.6994494789536411,4,184
0.6976863634399723,4,185
0.6893037456336637,4,186
0.6907864313416227,4,187
0.687453625758899,4,188
0.6717488922082028,4,189
0.6679402379142251,4,190
0.6622113914101448,4,191
0.6546995330306805,4,192
0.652920769593924,4,193
0.6535008119472179,4,194
0.6449102607837474,4,195
0.6422651552387885,4,196
0.628717155244322,4,197
0.6232448200323478,4,198
0.6130428880904583,4,199
0.6077565162010804,4,200
0.5955041576854766,4,201
0.5896445415562362,4,202
0.5835570486746637,4,203
0.577959890761065,4,204
0.5718196213723273,4,205
0.5636319730293692,4,206
0.5555252735760365,4,207
0.5377512420944467,4,208
0.517633664162399,4,209
0.5105153629988616,4,210
0.5036799329984196,4,211
0.4919018830746671,4,212
0.4885410402145637,4,213
0.4810681845210111,4,214
0.4728669762868948,4,215
0.46794130199384976,4,216
0.45852151315547496,4,217
0.4529567541855283,4,218
0.4420547331374367,4,219
0.42526337924776003,4,220
0.4162456965128497,4,221
0.41091639657267043,4,222
0.395165305684991,4,223
0.38016776736140534,4,224
0.36298661351324724,4,225
0.3597440747439812,4,226
0.3556645230990697,4,227
0.348370893707757,4,228
0.3471255931624252,4,229
0.35313921715392504,4,230
0.3508581350889577,4,231
0.34596135827887264,4,232
0.34737408924766244,4,233
0.33380736035077396,4,234
0.32597859502077575,4,235
1.0,5,1
1.0004409979888114,5,2
1.0005851587942578,5,3
0.9948832947386832,5,4
0.9940303772710941,5,5
0.9957972312989392,5,6
0.9977639826919276,5,7
0.9981365388618375,5,8
0.9936661031092917,5,9
0.991755506001313,5,10
0.992426980111361,5,11
0.9888167992298353,5,12
0.9867218327936036,5,13
0.9864311261309326,5,14
0.9842500251519968,5,15
0.9830869547982497,5,16
0.9777757276010843,5,17
0.9801379037003526,5,18
0.9814010728691469,5,19
0.9774732002108271,5,20
0.9774595368694248,5,21
0.9758842945924269,5,22
0.9733079366330741,5,23
0.9784542281136304,5,24
0.9809299876078954,5,25
0.9814064979504762,5,26
0.9749250250554375,5,27
0.9705208315268665,5,28
0.9681331130668966,5,29
0.971247510361243,5,30
0.9745171576048,5,31
0.9763409350703143,5,32
0.9787588957790174,5,33
0.9815998862770119,5,34
0.9799448842587246,5,35
0.9819796260563802,5,36
0.9773093787503144,5,37
0.9801617532906222,5,38
0.9814968839833023,5,39
0.9801818763957462,5,40
0.9828457814209346,5,41
0.9856810015192381,5,42
0.9849839684059098,5,43
0.9863548606390611,5,44
0.9773289737738684,5,45
0.9728696935755028,5,46
0.9704654829055306,5,47
0.9714605089911803,5,48
0.9657461239027156,5,49
0.9621207875005782,5,50
0.9635721877017351,5,51
0.9604396702634834,5,52
0.9525716446821255,5,53
0.9493853969932715,5,54
0.9356741869313763,5,55
0.9362362955168879,5,56
0.9374450116870399,5,57
0.9333994647190054,5,58
0.926806337620486,5,59
0.920182720334193,5,60
0.9170271778433732,5,61
0.9140852900785761,5,62
0.9129233236957772,5,63
0.9151697285329758,5,64
0.9080846075391467,5,65
0.9072155854040409,5,66
0.9104515798020605,5,67
0.9095067492771447,5,68
0.9084390178215138,5,69
0.9118763289516827,5,70
0.9112324706445354,5,71
0.9047151647189509,5,72
0.9000158282300634,5,73
0.9011203025918979,5,74
0.8998532379723105,5,75
0.9013671065377713,5,76
0.8947872453625794,5,77
0.8914041389687046,5,78
0.8945182206604985,5,79
0.8977901240314601,5,80
0.8934308700695888,5,81
0.8906377698448085,5,82
0.8869690824624898,5,83
0.8892443053922132,5,84
0.8861649872911106,5,85
0.8887381411382671,5,86
0.8898274425657684,5,87
0.8780365790285103,5,88
0.8692439276499628,5,89
0.8591887513784537,5,90
0.8558631232022742,5,91
0.8521324218731516,5,92
0.8527571130855376,5,93
0.849551313654763,5,94
0.8447295041803562,5,95
0.8377094245055214,5,96
0.8346685688789239,5,97
0.8348301910921394,5,98
0.8318822822354064,5,99
0.8332054393785695,5,100
0.8230344488947448,5,101
0.819690020535971,5,102
0.813158407199013,5,103
0.8054495871499887,5,104
0.7903527189642017,5,105
0.7794364507704488,5,106
0.7702026297134117,5,107
0.7633684637948379,5,108
0.7568485342720581,5,109
0.7572696747142857,5,110
0.7579560398324592,5,111
0.749332542823888,5,112
0.7451952585475424,5,113
0.733926327560377,5,114
0.7298053913227192,5,115
0.7255609851750281,5,116
0.7229156508795245,5,117
0.7107791961514893,5,118
0.6956150665077842,5,119
0.6826277349946009,5,120
0.6644341414263276,5,121
0.6551024418725743,5,122
0.643780937640967,5,123
0.6319698167367569,5,124
0.6251382765916597,5,125
0.6214534405004573,5,126
0.6181904570930348,5,127
0.6104283696213568,5,128
0.5964849079940343,5,129
0.5914324629277733,5,130
0.5748884087699946,5,131
0.5627872272234041,5,132
0.5518102736815935,5,133
0.5402195038414832,5,134
0.5219574058671945,5,135
0.5041453747106158,5,136
0.48436927392981444,5,137
0.4665896052543639,5,138
0.45798033168833796,5,139
0.4423927077660643,5,140
0.4314914717532278,5,141
0.41461846884290565,5,142
0.401906286694951,5,143
0.3887491111307779,5,144
0.38489599524248175,5,145
0.37472643032806385,5,146
0.3631174105698536,5,147
0.3488368382229249,5,148
0.33761965270983474,5,149
0.3275183447532415,5,150
0.3183101544544562,5,151
0.31213866496246656,5,152
0.30200084942160954,5,153
0.2924120416874154,5,154
1.0,6,1
0.999262442729725,6,2
0.9941620266669406,6,3
0.9973233833229957,6,4
0.9998659267148111,6,5
0.9950964805748239,6,6
0.9921243524437102,6,7
0.9895111030457597,6,8
0.9895264629921594,6,9
0.9879145228428117,6,10
0.9851042420390206,6,11
0.9817671188081294,6,12
0.9776388082138705,6,13
0.9737579330995394,6,14
0.9733445690575604,6,15
0.9727798149616151,6,16
0.9733429091989463,6,17
0.974193626292414,6,18
0.9720578411544565,6,19
0.971316371830159,6,20
0.9696244386132451,6,21
0.9660339474654256,6,22
0.966919764129746,6,23
0.9658427708520694,6,24
0.9545777919838725,6,25
0.958572836115902,6,26
0.9597665998923575,6,27
0.9598092737350765,6,28
0.9588078381044838,6,29
0.9472626898926946,6,30
0.9488212240507703,6,31
0.9488348221496106,6,32
0.9485168534662136,6,33
0.9561453376285931,6,34
0.9519321579076865,6,35
0.9514686474489475,6,36
0.9510007447532078,6,37
0.9550609015140636,6,38
0.9498795654355041,6,39
0.947814388306784,6,40
0.9518808240605741,6,41
0.9517307347163189,6,42
0.9531788198199846,6,43
0.9480946347598391,6,44
0.9502646828567516,6,45
0.9562428116272592,6,46
0.9520763006910062,6,47
0.9497288152741921,6,48
0.9489280152133326,6,49
0.951524108452078,6,50
0.9594578475639324,6,51
0.9557232315509867,6,52
0.9568216025581706,6,53
0.9555159541247442,6,54
0.9519992276456475,6,55
0.9546040281907566,6,56
0.9520780586027988,6,57
0.9493763134656548,6,58
0.9405482831264473,6,59
0.9367515718288224,6,60
0.9366661773132094,6,61
0.9277890582003923,6,62
0.9230334030029836,6,63
0.9207022389189199,6,64
0.9258999350263277,6,65
0.9217618716875287,6,66
0.9216977205370014,6,67
0.9168459554754491,6,68
0.9189372270781639,6,69
0.919882418638585,6,70
0.9124605447358436,6,71
0.9107725298016005,6,72
